,name,stars,text,lemma,polarity,analysis
10,Popeyes,1.0,This Popeyes will close down for good I went there and order two chicken sandwich's two sodas fries and dirty rice after they gave us the food we checked the bag. They didn't gave us the dirty rice and the straws. The chicken sandwich was cold we ask them form the car but they didn't answer so I went in there and got the dirty rice. Never go here again. They are about to lose their jobs. They have a bad attitude.,  Popeyes close good go order two chicken sandwich two sodas fry dirty rice give us food check bag give us dirty rice straw chicken sandwich cold ask form car answer go get dirty rice Never go lose job bad attitude,-0.45,Negative
11,Popeyes,1.0,"Pity the fool.

Woe to anyone who spends a dime at this Popeye's.  The many recent 1* reviews we found on Yelp are 100% true.  This location has the most incompetent and dishonest employees we've ever encountered in any restaurant in our life.  No exaggeration. 

No excuses on this visit:  we went at 5pm, before the dinner rush; we were the only car in the drive-through; and we saw at least 6 people wearing Popeye's uniforms standing around 'working' inside.

Our order was wrong:
1. Ordered spicy.  Repeated it twice to the young girl on the speaker taking our order, who repeated our order back to us correctly.  We received mild.  Mild was printed on our receipt. 
2. Our order was for 10 pieces of spicy mixed chicken.  Our box had 5 small drumsticks; 4 minuscule wings; and a teeny-tiny thigh. Our receipt showed we received 3 drumsticks; 3 wings; 2 thighs; and 2 breasts. Nope. Not even close.
3.  Paid for an additional spicy chicken sandwich.  We don't know if it was spicy, because our chicken sandwich was not included in our to-go bag.  Even though we paid for it and it was printed on our receipt. We can only conclude our chicken sandwich was stolen out of our order by an employee.
4. The tiny chicken pieces in our order were grossly over-cooked to the point of being inedible. Dry and shrunken and stringy and tasted burned.  We threw everything except the cole slaw and biscuits out.
5. The red beans and rice side we ordered was 75% dry over-cooked rice.  There were hardly enough red beans to cover the bottom of the small container.
6. The printed menu showed our 'family meal' order included 6 biscuits.  And '6 biscuits' was printed on our receipt.  The small box in our bag only had 5 biscuits.

We made the mistake of paying without looking at our receipt.  And compounded that mistake by then driving home without looking in our bag of food. 

The sheer incompetence, or stupidity, or most likely all of this plus the intentional manipulation and theft related to our order at this location boggles the mind.  

How many other customers aren't given the food they paid for?  Incompetent customer service notwithstanding, if you pay for something, isn't the store obligated to give you what you bought? 

In hindsight, we noticed the employees are mostly all grossly overweight.  Is this due to them stealing and then eating the customer's stolen food?  

Stealing food out of customer's orders means these dishonest employees would not get caught stealing from their employer.  So they keep their job while they fill up eating free stolen food.  

We suspect most customers will simply write-off the missing food as a random mistake.  Many customers won't even realize their order is wrong until they are long gone from the restaurant 20+ minutes down the interstate.  

Doing the math, if these dishonest employees steal  food from every customer like they stole ours, the amount of employee theft at this location is staggering.

Never eat here.  Don't go, no matter how much you crave a Popeye's spicy chicken sandwich.  Although we can't give a review of their spicy chicken sandwich, because the one we bought was stolen by the employees.",  Pity fool Woe anyone spend dime Popeye many recent review find Yelp true location incompetent dishonest employee ever encounter restaurant life exaggeration excuse visit go pm dinner rush car drive saw least people wear Popeye uniform stand around work inside order wrong Ordered spicy Repeated twice young girl speaker take order repeat order back us correctly receive mild Mild print receipt order piece spicy mixed chicken box small drumstick minuscule wing teeny tiny thigh receipt show receive drumstick wing thigh breast Nope even close Paid additional spicy chicken sandwich know spicy chicken sandwich include go bag Even though pay print receipt conclude chicken sandwich steal order employee tiny chicken piece order grossly cook point inedible Dry shrink stringy tasted burn throw everything except cole slaw biscuits red bean rice side order dry cooked rice hardly enough red bean cover bottom small container print menu show family meal order include biscuit biscuit print receipt small box bag biscuit make mistake pay without look receipt compound mistake drive home without look bag food sheer incompetence stupidity likely plus intentional manipulation theft relate order location boggle mind many customer give food pay Incompetent customer service notwithstanding pay something store obligate give buy hindsight notice employee mostly grossly overweight due steal eat customer steal food Stealing food customer order mean dishonest employee would get caught steal employer keep job fill eat free steal food suspect customer simply write miss food random mistake Many customer even realize order wrong long go restaurant minute interstate math dishonest employee steal food every customer like steal amount employee theft location stagger Never eat go matter much crave Popeye spicy chicken sandwich Although give review spicy chicken sandwich one buy steal employee,-0.13273809523809518,Negative
12,Popeyes,1.0,"We used the drive thru at 8:30 to order two chicken sandwiches.  A surly girl informed us that they were out of all sandwiches for the rest of the night. They close at 10pm. Ridiculous. We went to Chick-fil-A, up the street, and got delicious food cheerfully served. .",  use drive thru order two chicken sandwich surly girl inform us sandwich rest night close pm Ridiculous go Chick fil street get delicious food cheerfully serve,0.11666666666666667,Positive
13,Popeyes,1.0,"Not sure I will be returning here ever again. I witnessed numerous food prep and handling violations. I will be reporting the violations to Washington County. I would given this place 0 stars, but Yelp won't allow me to do.

8/24/2019 - Tried this location again for lunch. Lackluster service and get this, this location is out of many of the staple items people expect to get when dining at Popeye's. They are out of French fries, BBQ sauce, ketchup, and the new chicken sandwich that is in heavy rotation in the Popeye's ads. Someone is doing a piss poor job of inventory management at this location.",  sure return ever witness numerous food prep handle violation report violation Washington County would give place star Yelp allow Tried location lunch Lackluster service get location many staple item people expect get din Popeye French fry BBQ sauce ketchup new chicken sandwich heavy rotation Popeye ad Someone piss poor job inventory management location,-0.007954545454545471,Neutral
14,Popeyes,1.0,"Yeah.... if I could give this place zero stars I would. Me and some friends went to Popeyes the other day and I was just outright appalled with my experience. Here were my problems.
First problem- the store opens at 10. Or it's supposed to anyway. The employees didn't open the doors until about 20 minutes later and one of them was on the phone walking around looking at us look at her. Yes, I know that's early to be eating chicken... (it's honestly never too early to eat chicken now that I think about it) but after working a graveyard shift and running errands, some chicken sounded great to all of us. Specifically that sandwich.
Second problem- when we wanted to order those chicken sandwiches, one of the employees told us that that it would take a while for the chicken to get ready. We were kind of frustrated and told him to give us a second so he walked away. As he walked away, the employees in the kitchen were still prepping and preparing. The ladies in the kitchen then got mad at us and started speaking Spanish about us. Little did they know, one of our friends is bilingual and heard them say, ""how do you expect us to have everything ready when we just opened five minutes ago?"" And my response to my friend was that the store was supposed to be opened 30 minutes ago. 
We eventually got our chicken sandwiches but when we wanted sauces they said it was one sauce per combo!!! What the heck???? 
I thought fast food restaurants were supposed to be ready and prepped when the store opened? 

Anyways this Popeyes sucks.",  Yeah could give place zero star would friend go Popeyes day outright appal experience problem First problem store open suppose anyway employee open door minute later one phone walk around look us look Yes know early eat chicken honestly never early eat chicken think work graveyard shift run errand chicken sound great us Specifically sandwich Second problem want order chicken sandwich one employee tell us would take chicken get ready kind frustrated tell give us second walk away walk away employee kitchen still prepping prepare lady kitchen get mad us start speak Spanish us Little know one friend bilingual hear say expect us everything ready open five minute ago response friend store suppose open minute ago eventually get chicken sandwich want sauce say one sauce per combo heck think fast food restaurant suppose ready prepped store open Anyways Popeyes suck,-0.07901785714285713,Negative
15,Popeyes,2.0,"Fast food that isn't.  I went for the chicken sandwich for lunch at noon.  Soooo slow. I ordered right away and waited probably 15 minutes for the  sandwich.  The cashier did apologize for taking so long.  I ordered for in, came out in to  go bag.  Thhe fries had been put in the bag  shortly after I ordered, so they were barely warm.  The sandwich was pretty good.   
I could see them filling orders, so maybe drive through gets priority or call in orders.  Don't know, but it's not a great experience at this location.",  Fast food go chicken sandwich lunch noon Soooo slow order right away wait probably minute sandwich cashier apologize take long order come go bag Thhe fry put bag shortly order barely warm sandwich pretty good could see fill order maybe drive get priority call order know great experience location,0.18857142857142856,Positive
16,Popeyes,2.0,"Decided to jump on the bandwagon and came here for the famous or should I say ""infamous"" Chicken Sandwich that people have risked their lives to fight over. But the moment we walked up to the door, there was a sign posted that says they ran out. It was 5pm people! I guess it's that good, but now we were left with the choice to still order something else or come back another time. We decided to order a chicken meal and call it a day. Well, the whole experience was rather disappointing and after placing our order we realized that maybe we made the wrong decision. Customer after customer that were already there before us, all had something to complain about. Either they had something missing or they were waiting for so long because they totally forgot about their order. Certain items on the menu besides the chicken sandwiches were out. They were out of Cajun fries, pickles, certain sauces, and even some of the sodas. The young workers looked burnt out and it showed so bad on their faces and body language, almost zombie like. I felt so sorry for them as the lines were forming and they just could not keep up. We waited for at least 30 min for our food and when we got home, we realized they forgot our apple pies. Not surprised but also disappointed in ourselves for forgetting to check. Oh well. Lesson learned. However, we did enjoy the chicken, just not worth going back to this location. You've been warned.",  Decided jump bandwagon come famous say infamous Chicken Sandwich people risk life fight moment walk door sign post say run pm people guess good leave choice still order something else come back another time decide order chicken meal call day Well whole experience rather disappointing place order realize maybe make wrong decision Customer customer already us something complain Either something miss wait long totally forget order Certain item menu besides chicken sandwich Cajun fry pickle certain sauce even soda young worker look burnt show bad face body language almost zombie like felt sorry line form could keep wait least min food get home realize forget apple pie surprise also disappointed forget check Oh well Lesson learn However enjoy chicken worth go back location warn,-0.1596273291925466,Negative
17,Popeyes,1.0,"They dont have the chicken sandwich that is supposedly ""back for good"" and its 3 PM the first day back. The employees are incredibly rude and you would think they would order enough supplies to handle the popularity of the sandwich. I also tried calling ahead of time to see if they have it and they answered and hung up. Could have saved me the trip.",  dont chicken sandwich supposedly back good PM first day back employee incredibly rude would think would order enough supply handle popularity sandwich also try call ahead time see answer hang Could save trip,0.007142857142857141,Neutral
18,Popeyes,1.0,Signage stating no chicken sandwiches until after 4 PM! How can a chicken restaurant run out of chicken?,  Signage state chicken sandwich PM chicken restaurant run chicken,-0.6,Negative
19,Popeyes,1.0,Bait and switch. I haven't been to a Popeye's in probably 10 years. I was driving buy and saw the 'it's back' sign for the chicken sandwich. So I stopped in and went to order. I was told they don't sell the chicken sandwich until after 1pm... They need a sign outside if that's their game. I opted to not purchase anything.. and it will probably be another 10 years until I stop by. I drove down the street to Chick-Fil-A.,  Bait switch Popeye probably year drive buy saw back sign chicken sandwich stop go order tell sell chicken sandwich pm need sign outside game opt purchase anything probably another year stop drive street Chick Fil,-0.32,Negative
20,Popeyes,1.0,"Dinner for Sunday at nearly 8pm and sign on door saying out of fries, mild tenders, some drinks, all sauces and other items. Chicken sandwich comes back Tuesday 

I think due to the high demand of the chicken sandwich, other items got out of stock too",  Dinner Sunday nearly pm sign door say fry mild tender drink sauce item Chicken sandwich come back Tuesday think due high demand chicken sandwich item get stock,-0.1045238095238095,Negative
21,Popeyes,1.0,Ordered two chicken sandwiches on Uber eats. Such a bad idea! I live pretty close to this location so there should be no reason for the sandwich to be so stale. I hope I don't get sick. They also forgot to put my other sandwich in the bag. I will never spend my money at this establishment again.,  Ordered two chicken sandwich Uber eats bad idea live pretty close location reason sandwich stale hope get sick also forget put sandwich bag never spend money establishment,-0.35465367965367967,Negative
22,Popeyes,1.0,"I know you are not suppose to base a store on one bad encounter, but this is just on another different level. I waited for about 45 minutes to eat the ""famous"" chicken sandwich... well turns out, the person making my sandwich was working too fast he/she couldn't even notice THAT BIG MOLD ON THE SIDE!!! Absolutely revolting. If you're willing to wait 45 minutes to eat a sandwich, then driving a couple more minutes to another nearby Popeyes, e.g., the one on 185th. The picture honestly speaks for itself!

0/100",  know suppose base store one bad encounter another different level wait minute eat famous chicken sandwich well turn person make sandwich work fast even notice BIG MOLD SIDE Absolutely revolt willing wait minute eat sandwich drive couple minute another nearby Popeyes e g one th picture honestly speak,-0.03500000000000002,Negative
23,Popeyes,2.0,My friend and I came to order the chicken sandwich for the first time and was very excited. Although the customer service from one of the employees was terrible. She was a young girl. I suggest to not work if you don't want to be there,  friend come order chicken sandwich first time excited Although customer service one employee terrible young girl suggest work want,-0.175,Negative
24,Popeyes,1.0,"This location is the worst! Save your time and avoid it. They are literally out of everything. Of course the chicken sandwiches are on high demand I get it but seriously out of the voodoo tenders that they are advertising right now. They don't have the boneless wings any longer. When you do decide to order they never have anything ready you always have to pull around and wait. I'm done, I don't care are how good the chicken is the service here is terrible and they are always out of chicken. Peace out !",  location bad Save time avoid literally everything course chicken sandwich high demand get seriously voodoo tender advertise right boneless wing longer decide order never anything ready always pull around wait do care good chicken service terrible always chicken Peace,-0.2487619047619048,Negative
25,Popeyes,2.0,"Let's start with the good news.  There is a place for people who just couldn't hack working at McDonald's.

Last week I went through the drive through to try this chicken sandwich.  Bun was smooched and the chicken tender leaning toward soggy.  Not really that impressive.  That just primed me to get some good chicken on a Saturday night.  14-piece meal with half and half, 7 biscuits, mashed potatoes/gravy with cole slaw.  I really like the flaky breading on the chicken and the pepper tones to the gravy.  Biscuits are the same old dense pucks.

By going in, I saw why the chicken sandwiches sucked, why the biscuits are always cold, and why the drive through is so slow.  About 40-50 sandwiches were pre-made and sitting in two piles under the warmer.  How does FIFO work with that process?  And in the 25 unbelievable minutes it took me to order and get my food, only about 5 were sold.  Gross.

So let's run through this, shall we?
-Enter the store, and no one is in the seating area.  Temperature was about 65, and I was chilly wearing a coat.
-I was third person in line.  No one seemed to be tending the counter.  No cohesive expediter function.  After about 5 minutes, the woman and her child waiting at the register left.  Now second in line!
-They didn't have record of my online order, and only 5 orders were on the screen.  So I reordered about 10-12 minutes after entering the store.
-They couldn't provide a receipt as proof of purchase.  Out of paper.
-Out of fries too.
-Couldn't really figure out where my order was in process.  Several boxes were being filled with various order components, getting cold by sitting on the counter waiting on other parts.
-25 minutes and I was finally on my way.

Crazy part, it looked like there were 8 people working.",  Let start good news place people hack work McDonald Last week go drive try chicken sandwich Bun smooch chicken tender lean toward soggy really impressive prim get good chicken Saturday night piece meal half half biscuit mash potato gravy cole slaw really like flaky breading chicken pepper tone gravy Biscuits old dense puck go saw chicken sandwich suck biscuit always cold drive slow sandwich pre make sit two pile warm FIFO work process unbelievable minute take order get food sell Gross let run shall Enter store one seating area Temperature chilly wear coat third person line one seem tend counter cohesive expediter function minute woman child wait register leave second line record online order order screen reorder minute enter store provide receipt proof purchase paper fry really figure order process Several box fill various order component get cold sit counter wait part minute finally way Crazy part look like people work,-0.10308641975308641,Negative
26,Popeyes,1.0,"I went there yesterday- they didn't have straws, lemonade or coke. I ordered the new chicken sandwich- I got a chicken sandwich, but it was nothing like the ones that I have gotten for the last 3 months, this was awful. It's obvious that they didn't have the right chicken, so they gave me some scaled down version. This location must not be corporate owned. Read the other reviews and keep in mind that Yelp won't allow you to give less than",  go yesterday straw lemonade coke order new chicken sandwich get chicken sandwich nothing like one get last month awful obvious right chicken give scale version location must corporate own Read review keep mind Yelp allow give less,-0.17678079496261315,Negative
27,Popeyes,2.0,"By far the worst combined customer service that I ever ever witnessed. With the explosive marketing of their new chicken sandwich I would have liked to see Popeye's use the opportunity to build a stronger customer base. Instead the restaurant in my area appeared to use the opportunity to cement the fact that the customer experience does not rank high on the priorities list. Closing down the drive thru without signage, staffing one cashier, one person putting together orders and two cooks during one of the biggest and incredibly brilliant marketing breakthroughs in a long time ....appears intentional. 

I tried both the classic and the spicy sandwich and preferred the spicy. The classic was bland and dry while the spicy has a bold tasting sauce and more flavor. For me the sandwich is made in a Paul Deen type style....Extra fat, calories and a big portion of crispy batter. The batter makes the sandwich appear huge and creates a feeling of value. It tastes good fresh out of the fryer with the understanding that it is a guilty pleasure food experience that should not be repeated often. The spicy sandwich has 700 calories with 55 percent of the calories coming from fat.",  far bad combined customer service ever ever witness explosive marketing new chicken sandwich would like see Popeye use opportunity build strong customer base Instead restaurant area appear use opportunity cement fact customer experience rank high priority list Closing drive thru without signage staff one cashier one person put together order two cook one big incredibly brilliant marketing breakthrough long time appear intentional try classic spicy sandwich prefer spicy classic bland dry spicy bold tasting sauce flavor sandwich make Paul Deen type style Extra fat calorie big portion crispy batter batter make sandwich appear huge create feeling value taste good fresh fryer understanding guilty pleasure food experience repeat often spicy sandwich calorie percent calorie come fat,0.005137741046831951,Neutral
28,Popeyes,1.0,"If I could give it 0 stars I would.  They should just close this location.  I've gone here 5 times over the past 6 months mainly to try the ""new"" chicken sandwich,. I've yet to try one.  They were either sold out or a 2hour wait.  Tonight was the final straw, 7:15 on a Saturday night and they closed the inside and there is a 40 minute wait in drive thru.  Not to mention the rudeness and lack of sympathy towards potential customers, bye Popeyes you suck.",  could give star would close location go time past month mainly try new chicken sandwich yet try one either sell hour wait Tonight final straw Saturday night close inside minute wait drive thru mention rudeness lack sympathy towards potential customer bye Popeyes suck,-0.09116161616161617,Negative
29,Popeyes,1.0,"This place just sucks! Don't know why I even waited in the long line for a chicken sandwich, which the hype for it isn't all that. Should've went to chick-fil-a like I always do. 
They need more employees and you would think corporate would listen to all these bad reviews. But we all know they don't care. Don't come here.",  place suck know even wait long line chicken sandwich hype go chick fil like always need employee would think corporate would listen bad review know care come,-0.33749999999999997,Negative
30,Popeyes,1.0,"Only 10 cars, but it took over 45 minutes to get two chicken sandwiches via the drive thru. Chick-fil-A would have had tackled the line in under 5 minuets.",  car take minute get two chicken sandwich via drive thru Chick fil would tackle line minuet,-0.6,Negative
31,Popeyes,1.0,"Not even a full star. How do you run out off Chicken sandwiches, fries, coleslaw and Mac and cheese! It really disappoints  that a chicken place or a restaurant runs out of the main menu items. The place continues to suck a new manager should be hired or something.",  even full star run Chicken sandwich fry coleslaw Mac cheese really disappoint chicken place restaurant run main menu item place continue suck new manager hire something,-0.05782828282828282,Negative
32,Popeyes,1.0,"I went there yesterday- they didn't have straws, lemonade or coke. I ordered the new chicken sandwich- I got a chicken sandwich, but it was nothing like the ones that I have gotten for the last 3 months, this was awful. It's obvious that they didn't have the right chicken, so they gave me some scaled down version. This location must not be corporate owned. Read the other reviews and keep in mind that Yelp won't allow you to give less than 1 star.",  go yesterday straw lemonade coke order new chicken sandwich get chicken sandwich nothing like one get last month awful obvious right chicken give scale version location must corporate own Read review keep mind Yelp allow give less star,-0.17678079496261315,Negative
33,Popeyes,5.0,"On my recent trip to Portland I found myself out past 82nd and foster, a bizarre scenario that no visitor should be in I know. Regardless, I've been subject to weeks of hype surrounding the chicken sandwich war of 2019. So I pull into the drivethru and ask if they have the chicken sandwich. I'm met with a polite notice that they are unavailable. My heart sinks, I knew that there's a nationwide shortage, but I had a glimmer of hope in my eye. But that was then followed by the sinking realization that your prom date just said yes for the free dinner and an attempt to make her ex jealous. But then the voice on the other side exclaimed ""nah man, i'm playing."" Immediate elation, I stuttered with excitement as I attempted to order dinner for my girlfriend and I. This development makes me feel like a man again who can provide for my lady, I have delivered that which has eluded so many. The chicken sandwich was no ordinary sandwich, it was an experience. The heat snuck up on me like a drunk friend surprising you at the bar. As you turn around they leap on your back like a spidermonkey causing you to both fall in a pig pile on the sticky bar floor as you laugh in elation. I pause to bite into the fluffy biscuit that I had smothered in honey and butter. The mashed potatoes are like jumping into a hot tub of love.
10/10 would return.",  recent trip Portland find past nd foster bizarre scenario visitor know Regardless subject week hype surround chicken sandwich war pull drivethru ask chicken sandwich meet polite notice unavailable heart sink know nationwide shortage glimmer hope eye follow sinking realization prom date say yes free dinner attempt make ex jealous voice side exclaim nah man play Immediate elation stutter excitement attempt order dinner girlfriend development make feel like man provide lady deliver elude many chicken sandwich ordinary sandwich experience heat sneak like drunk friend surprising bar turn around leap back like spidermonkey causing fall pig pile sticky bar floor laugh elation pause bite fluffy biscuit smother honey butter mash potato like jump hot tub love would return,-0.006862745098039204,Neutral
