"name","stars","business_id"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",4,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",2,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",2,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",5,"_7AgiaBGaXhkO44fBzpEJw"
"McDonald's",1,"_7AgiaBGaXhkO44fBzpEJw"
"KFC",5,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",2,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",1,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",5,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",1,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",1,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",1,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",3,"_8uRGzTvnw6V9Fc7R3Vefw"
"KFC",1,"_8uRGzTvnw6V9Fc7R3Vefw"
"Wendy's",4,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",5,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",1,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",1,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",2,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",1,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",5,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",3,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",5,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",5,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",3,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",2,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",5,"_9YmT96qHIKEgiSbQNl8sw"
"Wendy's",4,"_9YmT96qHIKEgiSbQNl8sw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",4,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",3,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",3,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",5,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",3,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",3,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",4,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",3,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",1,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",2,"_AOGmXHTdWJ6xaPe4JAcpw"
"McDonald's",4,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",3,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",4,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",2,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",2,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",4,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",2,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",4,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",5,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"McDonald's",1,"_As-dABvTeFBLfapcY9Nzg"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",2,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",4,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",3,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",2,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",3,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",1,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",3,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",4,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",4,"_bR9-ZPRH9AbLdr1e4H1tQ"
"Chick-fil-A",5,"_bR9-ZPRH9AbLdr1e4H1tQ"
"McDonald's",3,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",3,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",5,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",2,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",1,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",3,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",1,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",1,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",3,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",2,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",5,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",5,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",2,"_ca2D9CTasQYrVzCJueOQA"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",3,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",3,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",5,"_FaiIspG8FmuC9bas6MoXw"
"McDonald's",1,"_FaiIspG8FmuC9bas6MoXw"
"Wendy's",4,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",4,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",5,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",5,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",2,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",4,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",5,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",4,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"Wendy's",1,"_jlQyifAsB1xhXJ6mZT07A"
"McDonald's",4,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",5,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",3,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",2,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",5,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",2,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",4,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",2,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",3,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",3,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",5,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",5,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",3,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",4,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",4,"_K5JKU552ltEA0DgvN8w7Q"
"McDonald's",1,"_K5JKU552ltEA0DgvN8w7Q"
"Wendy's",5,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",1,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",1,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",4,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",1,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",1,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",5,"_L0Dwm-kE2NssKntskjdog"
"Wendy's",1,"_L0Dwm-kE2NssKntskjdog"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",5,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",3,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",3,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",5,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",2,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",5,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",3,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",5,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",2,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",2,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",4,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"McDonald's",1,"_mhYjhsVD39sEB7gBk7rkw"
"Burger King",3,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",2,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",5,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",5,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",2,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",3,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",3,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",5,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",5,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",2,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",3,"_MI8IW3Pt9GJNSx2zTbgDg"
"Burger King",1,"_MI8IW3Pt9GJNSx2zTbgDg"
"Popeyes",2,"_PMsFrkRAoBbNPSEi-lJ9g"
"Popeyes",1,"_PMsFrkRAoBbNPSEi-lJ9g"
"Popeyes",1,"_PMsFrkRAoBbNPSEi-lJ9g"
"Popeyes",1,"_PMsFrkRAoBbNPSEi-lJ9g"
"Popeyes",1,"_PMsFrkRAoBbNPSEi-lJ9g"
"Popeyes",1,"_PMsFrkRAoBbNPSEi-lJ9g"
"KFC",2,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",2,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",2,"_r53GvOyeA9VtFRHA-fQhg"
"KFC",1,"_r53GvOyeA9VtFRHA-fQhg"
"McDonald's",2,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",2,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",4,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"McDonald's",1,"_S5ZHawU9i5pmeiq6uMj_A"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",2,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",4,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",1,"_TSmSBMOICBVzvjGn5jDGg"
"KFC",2,"_TSmSBMOICBVzvjGn5jDGg"
"Wendy's",1,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",2,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",1,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",1,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",5,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",2,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",3,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",4,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",5,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",1,"_tv2AIPBuju7ucwlHzoohQ"
"Wendy's",1,"_tv2AIPBuju7ucwlHzoohQ"
