,name,stars,text,polarity,analysis
13,Popeyes,1.0,"Not sure I will be returning here ever again. I witnessed numerous food prep and handling violations. I will be reporting the violations to Washington County. I would given this place 0 stars, but Yelp won't allow me to do.

8/24/2019 - Tried this location again for lunch. Lackluster service and get this, this location is out of many of the staple items people expect to get when dining at Popeye's. They are out of French fries, BBQ sauce, ketchup, and the new chicken sandwich that is in heavy rotation in the Popeye's ads. Someone is doing a piss poor job of inventory management at this location.",-0.007954545454545471,Neutral
14,Popeyes,1.0,"Yeah.... if I could give this place zero stars I would. Me and some friends went to Popeyes the other day and I was just outright appalled with my experience. Here were my problems.
First problem- the store opens at 10. Or it's supposed to anyway. The employees didn't open the doors until about 20 minutes later and one of them was on the phone walking around looking at us look at her. Yes, I know that's early to be eating chicken... (it's honestly never too early to eat chicken now that I think about it) but after working a graveyard shift and running errands, some chicken sounded great to all of us. Specifically that sandwich.
Second problem- when we wanted to order those chicken sandwiches, one of the employees told us that that it would take a while for the chicken to get ready. We were kind of frustrated and told him to give us a second so he walked away. As he walked away, the employees in the kitchen were still prepping and preparing. The ladies in the kitchen then got mad at us and started speaking Spanish about us. Little did they know, one of our friends is bilingual and heard them say, ""how do you expect us to have everything ready when we just opened five minutes ago?"" And my response to my friend was that the store was supposed to be opened 30 minutes ago. 
We eventually got our chicken sandwiches but when we wanted sauces they said it was one sauce per combo!!! What the heck???? 
I thought fast food restaurants were supposed to be ready and prepped when the store opened? 

Anyways this Popeyes sucks.",-0.07901785714285713,Negative
15,Popeyes,2.0,"Fast food that isn't.  I went for the chicken sandwich for lunch at noon.  Soooo slow. I ordered right away and waited probably 15 minutes for the  sandwich.  The cashier did apologize for taking so long.  I ordered for in, came out in to  go bag.  Thhe fries had been put in the bag  shortly after I ordered, so they were barely warm.  The sandwich was pretty good.   
I could see them filling orders, so maybe drive through gets priority or call in orders.  Don't know, but it's not a great experience at this location.",0.18857142857142856,Positive
16,Popeyes,2.0,"Decided to jump on the bandwagon and came here for the famous or should I say ""infamous"" Chicken Sandwich that people have risked their lives to fight over. But the moment we walked up to the door, there was a sign posted that says they ran out. It was 5pm people! I guess it's that good, but now we were left with the choice to still order something else or come back another time. We decided to order a chicken meal and call it a day. Well, the whole experience was rather disappointing and after placing our order we realized that maybe we made the wrong decision. Customer after customer that were already there before us, all had something to complain about. Either they had something missing or they were waiting for so long because they totally forgot about their order. Certain items on the menu besides the chicken sandwiches were out. They were out of Cajun fries, pickles, certain sauces, and even some of the sodas. The young workers looked burnt out and it showed so bad on their faces and body language, almost zombie like. I felt so sorry for them as the lines were forming and they just could not keep up. We waited for at least 30 min for our food and when we got home, we realized they forgot our apple pies. Not surprised but also disappointed in ourselves for forgetting to check. Oh well. Lesson learned. However, we did enjoy the chicken, just not worth going back to this location. You've been warned.",-0.1596273291925466,Negative
17,Popeyes,1.0,"They dont have the chicken sandwich that is supposedly ""back for good"" and its 3 PM the first day back. The employees are incredibly rude and you would think they would order enough supplies to handle the popularity of the sandwich. I also tried calling ahead of time to see if they have it and they answered and hung up. Could have saved me the trip.",0.007142857142857141,Neutral
18,Popeyes,1.0,Signage stating no chicken sandwiches until after 4 PM! How can a chicken restaurant run out of chicken?,-0.6,Negative
19,Popeyes,1.0,Bait and switch. I haven't been to a Popeye's in probably 10 years. I was driving buy and saw the 'it's back' sign for the chicken sandwich. So I stopped in and went to order. I was told they don't sell the chicken sandwich until after 1pm... They need a sign outside if that's their game. I opted to not purchase anything.. and it will probably be another 10 years until I stop by. I drove down the street to Chick-Fil-A.,-0.32,Negative
20,Popeyes,1.0,"Dinner for Sunday at nearly 8pm and sign on door saying out of fries, mild tenders, some drinks, all sauces and other items. Chicken sandwich comes back Tuesday 

I think due to the high demand of the chicken sandwich, other items got out of stock too",-0.1045238095238095,Negative
21,Popeyes,1.0,Ordered two chicken sandwiches on Uber eats. Such a bad idea! I live pretty close to this location so there should be no reason for the sandwich to be so stale. I hope I don't get sick. They also forgot to put my other sandwich in the bag. I will never spend my money at this establishment again.,-0.35465367965367967,Negative
22,Popeyes,1.0,"I know you are not suppose to base a store on one bad encounter, but this is just on another different level. I waited for about 45 minutes to eat the ""famous"" chicken sandwich... well turns out, the person making my sandwich was working too fast he/she couldn't even notice THAT BIG MOLD ON THE SIDE!!! Absolutely revolting. If you're willing to wait 45 minutes to eat a sandwich, then driving a couple more minutes to another nearby Popeyes, e.g., the one on 185th. The picture honestly speaks for itself!

0/100",-0.03500000000000002,Negative
23,Popeyes,2.0,My friend and I came to order the chicken sandwich for the first time and was very excited. Although the customer service from one of the employees was terrible. She was a young girl. I suggest to not work if you don't want to be there,-0.175,Negative
24,Popeyes,1.0,"This location is the worst! Save your time and avoid it. They are literally out of everything. Of course the chicken sandwiches are on high demand I get it but seriously out of the voodoo tenders that they are advertising right now. They don't have the boneless wings any longer. When you do decide to order they never have anything ready you always have to pull around and wait. I'm done, I don't care are how good the chicken is the service here is terrible and they are always out of chicken. Peace out !",-0.2487619047619048,Negative
25,Popeyes,2.0,"Let's start with the good news.  There is a place for people who just couldn't hack working at McDonald's.

Last week I went through the drive through to try this chicken sandwich.  Bun was smooched and the chicken tender leaning toward soggy.  Not really that impressive.  That just primed me to get some good chicken on a Saturday night.  14-piece meal with half and half, 7 biscuits, mashed potatoes/gravy with cole slaw.  I really like the flaky breading on the chicken and the pepper tones to the gravy.  Biscuits are the same old dense pucks.

By going in, I saw why the chicken sandwiches sucked, why the biscuits are always cold, and why the drive through is so slow.  About 40-50 sandwiches were pre-made and sitting in two piles under the warmer.  How does FIFO work with that process?  And in the 25 unbelievable minutes it took me to order and get my food, only about 5 were sold.  Gross.

So let's run through this, shall we?
-Enter the store, and no one is in the seating area.  Temperature was about 65, and I was chilly wearing a coat.
-I was third person in line.  No one seemed to be tending the counter.  No cohesive expediter function.  After about 5 minutes, the woman and her child waiting at the register left.  Now second in line!
-They didn't have record of my online order, and only 5 orders were on the screen.  So I reordered about 10-12 minutes after entering the store.
-They couldn't provide a receipt as proof of purchase.  Out of paper.
-Out of fries too.
-Couldn't really figure out where my order was in process.  Several boxes were being filled with various order components, getting cold by sitting on the counter waiting on other parts.
-25 minutes and I was finally on my way.

Crazy part, it looked like there were 8 people working.",-0.10308641975308641,Negative
26,Popeyes,1.0,"I went there yesterday- they didn't have straws, lemonade or coke. I ordered the new chicken sandwich- I got a chicken sandwich, but it was nothing like the ones that I have gotten for the last 3 months, this was awful. It's obvious that they didn't have the right chicken, so they gave me some scaled down version. This location must not be corporate owned. Read the other reviews and keep in mind that Yelp won't allow you to give less than",-0.17678079496261315,Negative
27,Popeyes,2.0,"By far the worst combined customer service that I ever ever witnessed. With the explosive marketing of their new chicken sandwich I would have liked to see Popeye's use the opportunity to build a stronger customer base. Instead the restaurant in my area appeared to use the opportunity to cement the fact that the customer experience does not rank high on the priorities list. Closing down the drive thru without signage, staffing one cashier, one person putting together orders and two cooks during one of the biggest and incredibly brilliant marketing breakthroughs in a long time ....appears intentional. 

I tried both the classic and the spicy sandwich and preferred the spicy. The classic was bland and dry while the spicy has a bold tasting sauce and more flavor. For me the sandwich is made in a Paul Deen type style....Extra fat, calories and a big portion of crispy batter. The batter makes the sandwich appear huge and creates a feeling of value. It tastes good fresh out of the fryer with the understanding that it is a guilty pleasure food experience that should not be repeated often. The spicy sandwich has 700 calories with 55 percent of the calories coming from fat.",0.005137741046831951,Neutral
28,Popeyes,1.0,"If I could give it 0 stars I would.  They should just close this location.  I've gone here 5 times over the past 6 months mainly to try the ""new"" chicken sandwich,. I've yet to try one.  They were either sold out or a 2hour wait.  Tonight was the final straw, 7:15 on a Saturday night and they closed the inside and there is a 40 minute wait in drive thru.  Not to mention the rudeness and lack of sympathy towards potential customers, bye Popeyes you suck.",-0.09116161616161617,Negative
29,Popeyes,1.0,"This place just sucks! Don't know why I even waited in the long line for a chicken sandwich, which the hype for it isn't all that. Should've went to chick-fil-a like I always do. 
They need more employees and you would think corporate would listen to all these bad reviews. But we all know they don't care. Don't come here.",-0.33749999999999997,Negative
30,Popeyes,1.0,"Only 10 cars, but it took over 45 minutes to get two chicken sandwiches via the drive thru. Chick-fil-A would have had tackled the line in under 5 minuets.",-0.6,Negative
31,Popeyes,1.0,"Not even a full star. How do you run out off Chicken sandwiches, fries, coleslaw and Mac and cheese! It really disappoints  that a chicken place or a restaurant runs out of the main menu items. The place continues to suck a new manager should be hired or something.",-0.05782828282828282,Negative
32,Popeyes,1.0,"I went there yesterday- they didn't have straws, lemonade or coke. I ordered the new chicken sandwich- I got a chicken sandwich, but it was nothing like the ones that I have gotten for the last 3 months, this was awful. It's obvious that they didn't have the right chicken, so they gave me some scaled down version. This location must not be corporate owned. Read the other reviews and keep in mind that Yelp won't allow you to give less than 1 star.",-0.17678079496261315,Negative
33,Popeyes,5.0,"On my recent trip to Portland I found myself out past 82nd and foster, a bizarre scenario that no visitor should be in I know. Regardless, I've been subject to weeks of hype surrounding the chicken sandwich war of 2019. So I pull into the drivethru and ask if they have the chicken sandwich. I'm met with a polite notice that they are unavailable. My heart sinks, I knew that there's a nationwide shortage, but I had a glimmer of hope in my eye. But that was then followed by the sinking realization that your prom date just said yes for the free dinner and an attempt to make her ex jealous. But then the voice on the other side exclaimed ""nah man, i'm playing."" Immediate elation, I stuttered with excitement as I attempted to order dinner for my girlfriend and I. This development makes me feel like a man again who can provide for my lady, I have delivered that which has eluded so many. The chicken sandwich was no ordinary sandwich, it was an experience. The heat snuck up on me like a drunk friend surprising you at the bar. As you turn around they leap on your back like a spidermonkey causing you to both fall in a pig pile on the sticky bar floor as you laugh in elation. I pause to bite into the fluffy biscuit that I had smothered in honey and butter. The mashed potatoes are like jumping into a hot tub of love.
10/10 would return.",-0.006862745098039204,Neutral
34,Popeyes,3.0,"Like a true millennial, I succumbed to FOMO and had to try out these chicken sandwiches that were sold out everywhere. Apparently, they're back, and so are the hordes of people. The wait was around 15-20 mins, but alas, I got my order of a classic and spicy chicken sandwich ($4 each), along with a regular mashed potatoes ($3). 

The verdict is: it's pretty damn good. The chicken pieces are tender and well covered in crunchy batter. The portion of chicken is pretty big (1 inch depth) and come lathered in mayo (classic) or spicy mayo (spicy). The pickles add a salty, sour taste to counter the creamy sauce. There's no cheese, which was disappointing. But for $4? It's not worth it. 

The most disappointing was the mashed potatoes, which were served in a very small bowl. The portion seemed only to be a scoop of mashed potatoes. The gravy was watered down, which diluted the cajun taste.",-0.08981481481481482,Negative
35,Popeyes,1.0,I'd give zero stars if I could. The food quality was so bad and they got my order wrong. I had the chicken sandwich from MLK back when it first came out. It was crispy and juicy and delicious. The sandwich I got at Foster was soggy yet somehow dry and served on a stale/hard and damp bun - it clearly sat for a loooooong time before I got it. It was so bad I didn't eat it. #saddinner,-0.18257575757575753,Negative
36,Popeyes,3.0,"Long wait in drive thru. Waited 25 mins from the time we ordered to the time we got our food. Spicy chicken sandwiches are so good!! The Mac and cheese is disgusting!! Also they make you pay $3 for a side and then only give you half the container full. Complete rip off! If you have time to wait for awhile go for the chicken sandwich, but do not get the Mac n cheese!",-0.038095238095238106,Negative
37,Popeyes,3.0,"This is the first time I've eaten here.  I admit I was drawn in by the chicken sandwich sandwich war between Chik-Fil-A and this venue, and violence around the country with fights breaking out between customers.

I can understand the violence as the wait in line just to order is long, and it takes quite awhile to get your order

Once in your hands, it is worth the wait.  The chicken filet is crunchy on the outside and moist and tender in the center.  It is seasoned with mayo and dill pickles.  The bun stands up to the breast filet and seasoning to make quite a neat and tasty package.  I very much enjoyed my sandwich.

If I'm nearby Popeye's Louisiana Chicken in the future, I would stop and have a sandwich.  I found it to be clean and well kept.  The employees were polite but a little overworked, which given the circumstances is understood.  Youth is a marvelous thing.  I didn't use the restroom.  I noticed that getting in and out was convoluted on this very busy thoroughfare.

I feel the sandwich is worth it, although not to be eaten often because of the significant caloric investment.",0.05963541666666668,Positive
38,Popeyes,5.0,"Went in today for the re-release of the much lauded Chicken Sandwich. I'm here to say Popeyes Chicken Sandwich is no joke! That chicken sandwich was off the hook as it arrived hot, made to order, crispy on the outside and moist and tender within and the size was very ample. For $3.99!! I had the slick sandwich and wished that they did put a little more spicy mayo on mine as at first I had to look to see if any was there at all. But as I ate it the spicy flavor did come through. We were surprised at the Cole Slaw as well, delicious and fresh. Now, I've been around town  to food trucks and restaurants and have had several Fried Chicken Sandwiches for $12 and up and they don't hold up to Popeyes in quality and flavor for $3.99. The staff were all friendly especially under the pressure of people lined up and the restaurant itself was clean and tidy.",0.02965686274509803,Positive
39,Popeyes,1.0,"Unbelievable... There was a line in the drive-through and signs announcing that they had the chicken sandwiches back on the menu. After sitting in the drive-through line for 15 minutes to order... I'm told they don't have any chicken sandwiches. I then asked for a chicken wrap and they were out of those as well. I asked if they had the chicken tenders and the girl taking my order disappeared completely.  I then heard yelling in the microphone in the background.

I'm not really sure what ever happened. I'm out of here i'm out of here !",-0.25625,Negative
40,Popeyes,4.0,"I don't know if it justt me, but the first time I bit into a piece of the spicy chicken and shrimp Po boy I was hooked. I can say The chicken sandwich that have is worth the hype and I will continue to come back to this and most of their locations..",-0.12999999999999998,Negative
41,Popeyes,4.0,"This review is mostly about Popeyes in general, this is the location I frequent but I don't really have much to say about the store itself. I usually order via drive-thru

Be sure to check their website for coupons when ordering! I ordered the 10 piece meal with two sides and five biscuits for $19.99. 

My favorite item is the biscuit!! So soft and melts in your mouth. I have to practice self control in order to not eat them all. It tastes even better with butter, but I forgot to ask for some. For the chicken, I ordered half regular and half spicy and honestly couldn't tell which was which but it was still good though. The mashed potato is pretty good too although KFC is better. Don't even bother getting the mac and cheese, so bland we didn't even finish it. I haven't had the cajun fries in awhile, but I remember liking that. Do not order the chicken sandwich if you aren't planning to eat it right away! I put mine in the fridge to eat the next day and only took a bite after microwaving it.",0.12678571428571428,Positive
42,Popeyes,1.0,"Hello; I am waiting in line for my meal at the drive through  and I have been waiting for 45+ minutes with only 3 cars in front of me. Like are you killing the chickens in the back and also individually plucking them????? I wanted for try to the chicken sandwich to compare to Chick-fil-A for months but it's only been available for a limited time and it's been the worst experience of my life. Popeyes is BY FAR no Chick-fil-A. This service is less than negative. Like I can't even explain how horrific the service is. Their sandwich is still not here and still not good. Don't waste your time or money!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

Go to Chick-fil-A and it's not even worth it on Sunday like go to McDonald's, that's how not worth it is. 


FUCK YOU POPEYES!!!!!",-0.1398809523809524,Negative
43,Popeyes,2.0,"Wow I can truly say that this Popeyes looked like a tornado ran through it. Although the wait time was at a minimum, the front of the restaurant was not up to par. Most of the drinks in the soda machine were undrinkable, they ran out of tea (and did not replace it after being told) and there was a lack of cleanliness. In the back, the operation did not look clean at all either. If they had to complete an inspection, they definelty would've failed. When I recieved my food it was also slightly cold. 

I understand that the chicken sandwich meals have been a huge curve ball for many of these establishments, but I still expect a level of cleanliness and good service when I'm paying for it. 

Overall, I've had both the spicy and original chicken sandwhichs, and they're both just ok. The only difference between the two is that one has some type of spicy sauce that comes on the sandwich, while the original has no kind of extra sauce on it. 

On the plus side, the prices of the meals are pretty reasonable, and they will fill you up. I advise you to go on a day and a time when the demand will be low (ex. during a weekday, during peak work hours). Service might be faster, and there might be less errors.",0.09523809523809526,Positive
44,Popeyes,1.0,"Talk about snatching DEFEAT from the jaws of victory. Great PR. Hundreds of thousands of $$$$ spent to publicize their new chicken sandwich. Now, NO chicken sandwiches available! And it's killing the drive thru and in store ordering. Do your job, Popeyes Corporate. Not going there again.",0.005194805194805212,Neutral
45,Popeyes,1.0,"Let me tell y'all . First off I guess cause they got hype with all they chicken sandwich sales they forgot about they actual food. I ordered shrimp and it was burnt to a crisps. Because I went to the drive thru I didn't realize until I got home. Fries are stale , everything is old. Popeyes done got to big for they britches!",-0.07142857142857142,Negative
46,Popeyes,1.0,"Wow . We ordered the family meal and received chicken sandwiches. I mean, why would someone order biscuits AND sandwiches?!",-0.2708333333333333,Negative
47,Popeyes,1.0,"So yesterday I went to get a Spicy Chicken sandwich meal and realized that the workers took it upon themselves to make money off the hype.
I ordered a meal and was told $7.07 when it's clearly written that it's 5.99 so with tax 6 something.
Next thing is I get a little small cup after giving the cash to the guy at the drive thru, he said "" Ma'am manufacturer said we need to give these cups with the chicken sandwich"" and I look and he put like a few fries and he said "" ma'am it's cause we are in a rush"".
I'm not those people who will waste my time and argue but when I asked for my receipt he said it was broken.
And he was so confident saying all this. 
They are making money right under the business by pocketing the money and not giving you what you paid for.",-0.10575396825396827,Negative
48,Popeyes,1.0,Waited two hours for a chicken sandwich to finally get up to the window at 12:45 and wait til 1:03 for someone to come out and say they are closed. They close at two and the cook was so rude. I will never be a patron of any store in this franchise. This is why chick fil a is superior. Popeyes can't and will ever care enough to handle the volume of more than 2 people wanting food. Dont ever waste your time here.,-0.06666666666666667,Negative
49,Popeyes,5.0,"My friend and I went through the drive-thru and ordered two spicy chicken sandwich meals. Greg introduces himself right away and went out of his way to be kind and courteous. He thanked US! We arrived at the pickup window and promptly paid and got our cokes, Greg told us to park and our fresh sandwiches would be right out. Within a minute, he hand delivered our sandwiches with a smile. He is the reason I will be back. This man deserves a raise! Be back soon, Greg!",0.19682539682539685,Positive
50,Popeyes,1.0,"This place sucks, to put it succinctly. work in the area, various shifts, drove by at various times and rarely saw foot traffic inside or cars in the drive-thru. Then the much heralded chicken sandwich came back. Cars out to the street at times. Anyways, had my first sandwich the other day at the Salem, New Hampshire location and the chicken sandwich was fabulous. Thought there was ONE uniform recipe for it and decided the very next  day to buy 2 at the Lynn location to take home. Sadly, after great anticipation for another pleasing experience, something was lacking, something was off. There was NO SAUCE on the damn thing. I'm sorry, if you either run out of an ingredient or your help is so overwrought and stupid you can't cut it, you wont get my business. I guess you just can't expect too much from that area of Boston St,  in Lynn, though anyway. Not a large pool of competent fast food employees.",0.03892496392496393,Positive
51,Popeyes,5.0,"When I heard the chicken sandwich was back I knew I had to come and get it. With a great price I managed to get my hands on the spicy chicken sandwich.

When I opened up the bag I saw an amazing sandwich with hot steam coming out of it signaling how fresh the sandwich was. I took my first bite and I was not dissapointed as my mouth was filled with flavor. The chicken itself was very crunchy, juicy, and delicious and it had lots of flavor. The spicy mayonnaise was just the right amount of spice, not too much and not too little. The pickles complemented the sandwich well with it's crunchy texture and juicy flavor. The bun itself was also nice with it's soft texture. Just about everything in the sandwich was great. I would definitely come back here again.",0.16656746031746034,Positive
52,Popeyes,3.0,"So when the chicken sandwiches arrived I was all over it like a fumble. Got my fair share of them before they sold out and was blown away by them. I was feening for them to make a return. 
Fast forward to now and I got a couple of them and I was not impressed.  From the tiny size of the chicken patty inside to the lack of flavor, it wasn't the same.  Nothing to separate them from the rest like the first time around.  Maybe an off day??",-0.008333333333333331,Neutral
53,Popeyes,1.0,"I ordered spicy chicken they gave me regular. 

They forgot the dozen biscuits. 

They forgot my wife's spicy chicken sandwich. 

I will not go back.",-0.3,Negative
54,Popeyes,1.0,"Amongst the Popeyes Chicken Sandwich ""hype"", I decided to give it a try... mistake. There were approximately two cars ahead of me in the line, yet no worker asked to take my order for the first ten minutes of me sitting at the menu. After that, the worker was very rude in understanding what I was trying to order, constantly mixing up different menu items. Then I arrived at the window, where I was rudely denied my card, forcing me to use cash, in which I was given the wrong amount of change. So customer service wasn't great-- I can get past that. What I can't get past, however, is the fact that both me and my daughter received our chicken cold and pink. I took one bite of the chicken, which oozed with a strange liquid, followed by an excruciating  taste of blood and raw meat. I wanted to like Popeyes, however I don't think I can't move past this experience.",-0.20951417004048584,Negative
